tt1,tt2,tt3,tt4,tt5,tt6,tt7,tt8,tt9,tt10,tt11,tt12,tt13,tt14,tt15,tt16,tt17,tt18,tt19,tt20,tt21,tt22,tt23,tt24,tt25,tt26,tt27,tt28,tt29,tt30,tt31,tt32,tt33,tt34,tt35,tt36,tt37,tt38,tt39,tt40,tt41,tt42,tt43,tt44,tt45,tt46,tt47,tt48,tt49,tt50,tt51,tt52,tt53,tt54,tt55,tt56,tt57,tt58,tt59,tt60,tt61,tt62,tt63,tt64,tt65,tt66,tt67,tt68,tt69,tt70,tt71,tt72,tt73,tt74,tt75,tt76,tt77,tt78,tt79,tt80,tt81,tt82,tt83,tt84,tt85,tt86,tt87,tt88,tt89,tt90,tt91,tt92,tt93,tt94,tt95,tt96,tt97,tt98,tt99,tt100,tt101,tt102,tt103,tt104,tt105,tt106,tt107,tt108,tt109,tt110,tt111,tt112,tt113,tt114,tt115,tt116,tt117,tt118,tt119,tt120,tt121,tt122,tt123,tt124,tt125,tt126,tt127,tt128,tt129,tt130,tt131,tt132,tt133,tt134,tt135,tt136,tt137,tt138,tt139,tt140,tt141,tt142,tt143,tt144,tt145,tt146,tt147,tt148,tt149,tt150,tt151,tt152,tt153,tt154,tt155,tt156,tt157,tt158,tt159,tt160,tt161,tt162,tt163,tt164,tt165,tt166,tt167,tt168,tt169,tt170,tt171,tt172,tt173,tt174,tt175,tt176,tt177,tt178,tt179,tt180,tt181,tt182,tt183,tt184,tt185,tt186,tt187,tt188,tt189,tt190,tt191,tt192,tt193,tt194,tt195,tt196,tt197,tt198,tt199,tt200,tt201,tt202,tt203,tt204,tt205,tt206,tt207,tt208,tt209,tt210,tt211
'org.eclipse.jdt.junit','org.eclipse.jdt.internal.junit.launcher',11,2,1.222222222,11,11,6.818181818,39,525,10.93506494,61,842,1.857142857,6,143,9,1.8,16,18,0,0,0,7.6,34,76,1,1,9,0.7,5,7,0.1,1,1,1.402597403,5,108,137,546,1233,2.688311688,10,207,11,13,18,11,50,0,75,222,22,0,23,28,1,82,9,1,0,0,0,0,304,0,25,4,84,180,105,0,41,0,90,526,66,61,9,16,4,8,75,885,70,3386,470,151,112,3,0,7,0,0,0,0,2,25,10,0,9,4,156,127,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,7736,0.001421923,0.001680455,0.002326784,0.001421923,0.006463289,0,0.009694933,0.028697001,0.002843847,0,0.002973113,0.003619442,1.29E-04,0.010599793,0.001163392,1.29E-04,0,0,0,0,0.039296794,0,0.003231644,5.17E-04,0.010858325,0.023267839,0.013572906,0,0.005299897,0,0.011633919,0.067993795,0.008531541,0.007885212,0.001163392,0.002068252,5.17E-04,0.001034126,0.009694933,0.114400207,0.009048604,0.437693899,0.060754912,0.019519131,0.014477766,3.88E-04,0,9.05E-04,0,0,0,0,2.59E-04,0.003231644,0.001292658,0,0.001163392,5.17E-04,0.02016546,0.016416753,0,0.001163392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018872802
'org.eclipse.jdt.junit','org.eclipse.jdt.internal.junit.refactoring',0,1,0,0,0,2.545454545,17,56,4.363636364,19,96,1.272727273,3,28,5,1.4,3,7,0,0,0,4.4,6,22,1,1,5,0,0,0,0,0,0,1,3,22,38,52,190,1.545454545,5,34,0,4,1,0,5,0,9,31,2,0,8,1,1,10,5,1,0,0,0,0,21,0,7,3,8,47,8,0,6,0,22,56,6,12,5,1,2,4,10,232,18,610,83,23,5,0,0,0,0,0,0,0,1,1,5,0,0,3,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1353,0,0.002956393,7.39E-04,0,0.003695492,0,0.006651885,0.022912047,0.001478197,0,0.005912786,7.39E-04,7.39E-04,0.007390983,0.003695492,7.39E-04,0,0,0,0,0.015521064,0,0.005173688,0.002217295,0.005912786,0.03473762,0.005912786,0,0.00443459,0,0.016260163,0.041389505,0.00443459,0.00886918,0.003695492,7.39E-04,0.001478197,0.002956393,0.007390983,0.171470806,0.013303769,0.450849963,0.061345159,0.016999261,0.003695492,0,0,0,0,0,0,0,7.39E-04,7.39E-04,0.003695492,0,0,0.002217295,0.019216556,0.011825573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025129342
'org.eclipse.jdt.junit','org.eclipse.jdt.internal.junit.ui',23,7,1.416666667,14,51,4.300438596,56,1961,7.015350877,75,3199,1.489035088,5,679,36,3.016393443,43,184,0.111111111,1,4,7.114754098,77,434,0.888888889,1,32,0.967213115,16,59,0.360655738,11,22,0.890350877,7,406,139.9166667,1023,5037,2.197368421,16,1002,51,86,44,25,115,0,377,857,111,10,81,53,46,289,36,4,1,5,0,0,1238,9,243,59,391,527,570,0,131,0,513,1988,257,334,36,59,61,64,585,2600,329,12527,1685,494,288,21,0,14,10,2,0,52,5,49,61,0,1,56,795,495,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,29771,0.001713076,0.002888717,0.001477948,8.40E-04,0.00386282,0,0.01266333,0.028786403,0.003728461,3.36E-04,0.002720769,0.001780256,0.001545128,0.009707433,0.00120923,1.34E-04,3.36E-05,1.68E-04,0,0,0.041584092,3.02E-04,0.008162306,0.001981794,0.013133586,0.01770179,0.019146149,0,0.004400255,0,0.017231534,0.066776393,0.008632562,0.011218971,0.00120923,0.001981794,0.002048974,0.002149743,0.019649995,0.087333311,0.011051023,0.42077861,0.056598703,0.016593329,0.009673844,7.05E-04,0,4.70E-04,3.36E-04,6.72E-05,0,0.001746666,1.68E-04,0.001645897,0.002048974,0,3.36E-05,0.001881025,0.026703839,0.016626919,4.03E-04,9.41E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033287427
'org.eclipse.jdt.junit','org.eclipse.jdt.internal.junit.util',5,1,0.6,4,6,4.041237113,80,392,6.81443299,118,661,1.597938144,7,155,10,1.75,12,21,0.1,1,1,4.333333333,18,52,0.9,1,9,0.25,2,3,3.75,10,45,1.443298969,7,140,104.2,241,1042,2.453608247,32,238,6,21,13,5,47,0,61,216,22,0,33,2,14,48,10,0,1,0,0,0,220,7,24,21,98,129,101,0,59,0,103,393,42,63,10,22,20,25,129,672,83,2911,379,147,59,1,0,4,0,0,0,1,1,3,12,0,0,21,147,102,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,6725,8.92E-04,0.003122677,0.001933086,7.43E-04,0.006988848,0,0.009070632,0.032118959,0.003271375,0,0.004907063,2.97E-04,0.002081784,0.007137546,0.001486989,0,1.49E-04,0,0,0,0.032713755,0.001040892,0.003568773,0.003122677,0.014572491,0.019182156,0.015018587,0,0.008773234,0,0.015315985,0.058438662,0.006245353,0.00936803,0.001486989,0.003271375,0.002973978,0.003717472,0.019182156,0.099925651,0.012342007,0.432862454,0.056356877,0.021858736,0.008773234,1.49E-04,0,5.95E-04,0,0,0,1.49E-04,1.49E-04,4.46E-04,0.001784387,0,0,0.003122677,0.021858736,0.015167286,1.49E-04,0.003122677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028996283
'org.eclipse.jdt.junit','org.eclipse.jdt.internal.junit.wizards',5,0,1.8,5,18,6.45508982,64,1078,10.36526946,63,1731,2.023952096,8,338,10,4.5,15,63,0.1,1,1,11.07142857,37,155,0.9,1,9,1.714285714,8,24,0.857142857,3,12,0.820359281,4,137,243.2,748,2432,2.760479042,12,461,18,66,34,25,84,0,223,445,85,7,30,27,3,152,10,6,1,1,0,0,697,3,87,30,200,246,249,0,68,1,187,1079,109,195,10,18,38,39,232,1267,116,6174,752,184,195,6,0,8,4,1,0,1,2,25,14,0,0,30,379,261,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,14499,0.001241465,0.004552038,0.002344989,0.001724257,0.005793503,0,0.015380371,0.030691772,0.005862473,4.83E-04,0.002069108,0.001862197,2.07E-04,0.010483482,6.90E-04,4.14E-04,6.90E-05,6.90E-05,0,0,0.048072281,2.07E-04,0.006000414,0.002069108,0.013794055,0.016966687,0.017173598,0,0.004689979,6.90E-05,0.012897441,0.074418925,0.00751776,0.013449203,6.90E-04,0.001241465,0.00262087,0.002689841,0.016001104,0.087385337,0.008000552,0.425822471,0.051865646,0.01269053,0.013449203,4.14E-04,0,5.52E-04,2.76E-04,6.90E-05,0,6.90E-05,1.38E-04,0.001724257,9.66E-04,0,0,0.002069108,0.026139734,0.018001241,6.90E-05,0.001172495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024622388
'org.eclipse.jdt.junit','org.eclipse.jdt.junit',1,0,0,0,0,0.4,2,4,0.6,2,6,0.2,1,2,2,0,0,0,0.5,1,1,4,8,8,0.5,1,1,1.5,3,3,1,2,2,1.8,5,18,12,14,24,0.2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,1,0,0,15,0,10,4,0,3,2,0,0,0,18,12,0,69,13,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,202,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0.00990099,0,0.014851485,0,0,0.004950495,0,0,0.074257426,0,0.04950495,0.01980198,0,0.014851485,0.00990099,0,0,0,0.089108911,0.059405941,0,0.341584158,0.064356436,0.089108911,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0.014851485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113861386
'org.eclipse.core.runtime.compatibility','org.eclipse.core.boot',0,0,0,0,0,0.492957746,7,35,1.028169014,10,73,0.338028169,1,24,3,0,0,0,0.666666667,1,2,8,27,48,0.333333333,1,1,3.666666667,20,22,3.833333333,23,23,0.76056338,7,54,61,120,183,0.394366197,3,28,0,0,0,0,23,0,0,24,2,0,2,0,0,6,3,0,0,0,0,0,2,0,22,0,4,11,4,0,99,0,71,35,10,2,3,0,0,0,37,62,22,446,129,54,19,0,0,0,0,0,0,0,4,0,6,0,2,0,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1308,0,0,0,0,0.017584098,0,0,0.018348624,0.001529052,0,0.001529052,0,0,0.004587156,0.002293578,0,0,0,0,0,0.001529052,0,0.016819572,0,0.003058104,0.008409786,0.003058104,0,0.075688073,0,0.054281346,0.02675841,0.00764526,0.001529052,0.002293578,0,0,0,0.028287462,0.047400612,0.016819572,0.340978593,0.098623853,0.041284404,0.014525994,0,0,0,0,0,0,0,0.003058104,0,0.004587156,0,0.001529052,0,0.02293578,0.006116208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126911315
'org.eclipse.core.runtime.compatibility','org.eclipse.core.internal.boot',0,0,0,0,0,1,2,62,1.322580645,5,82,1.016129032,2,63,4,1,1,4,0,0,0,15.5,30,62,1,1,4,0,0,0,0,0,0,0.629032258,7,39,58.5,110,234,1.112903226,2,69,0,4,2,0,18,0,6,63,4,0,11,0,0,9,4,0,0,0,0,0,18,4,4,2,5,12,3,0,0,0,62,62,2,2,4,11,2,0,39,104,51,528,99,39,0,0,0,0,0,0,0,0,0,0,4,0,0,2,11,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1270,0,0.003149606,0.001574803,0,0.014173228,0,0.004724409,0.049606299,0.003149606,0,0.008661417,0,0,0.007086614,0.003149606,0,0,0,0,0,0.014173228,0.003149606,0.003149606,0.001574803,0.003937008,0.009448819,0.002362205,0,0,0,0.048818898,0.048818898,0.001574803,0.001574803,0.003149606,0.008661417,0.001574803,0,0.030708661,0.081889764,0.04015748,0.415748031,0.077952756,0.030708661,0,0,0,0,0,0,0,0,0,0,0.003149606,0,0,0.001574803,0.008661417,0.003937008,0,0.003149606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05511811
'org.eclipse.core.runtime.compatibility','org.eclipse.core.internal.compatibility',1,1,0,0,0,4.666666667,11,28,5.833333333,13,35,1.666666667,2,10,1,2,2,2,0,0,0,5,5,5,1,1,1,1,1,1,1,1,1,0.666666667,1,4,59,59,59,1.666666667,3,10,0,0,0,0,0,0,4,12,0,0,3,1,0,3,1,0,0,0,0,0,15,2,3,0,3,6,3,0,0,0,6,28,6,1,1,1,0,0,3,34,3,149,21,5,1,1,0,0,0,0,0,2,2,2,1,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,345,0,0,0,0,0,0,0.011594203,0.034782609,0,0,0.008695652,0.002898551,0,0.008695652,0.002898551,0,0,0,0,0,0.043478261,0.005797101,0.008695652,0,0.008695652,0.017391304,0.008695652,0,0,0,0.017391304,0.08115942,0.017391304,0.002898551,0.002898551,0.002898551,0,0,0.008695652,0.098550725,0.008695652,0.431884058,0.060869565,0.014492754,0.002898551,0.002898551,0,0,0,0,0,0.005797101,0.005797101,0.005797101,0.002898551,0,0.002898551,0,0.017391304,0.008695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034782609
'org.eclipse.core.runtime.compatibility','org.eclipse.core.internal.model',1,0,0,0,0,7.939393939,70,1048,11.38636364,110,1503,1.772727273,6,234,5,4,7,36,0.2,1,1,14.33333333,34,129,0.8,1,4,8.777777778,62,79,0.333333333,2,3,1.083333333,5,143,386.6,957,1933,4.333333333,33,572,0,58,27,3,91,0,128,344,55,36,105,8,2,78,5,26,1,9,0,0,449,17,115,64,261,28,314,0,8,0,132,1049,185,164,5,70,46,27,219,226,134,4719,703,151,179,2,0,0,38,5,0,19,1,9,9,0,0,62,433,253,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,11495,0,0.005045672,0.002348847,2.61E-04,0.007916485,0,0.011135276,0.029926055,0.004784689,0.003131796,0.009134406,6.96E-04,1.74E-04,0.006785559,4.35E-04,0.002261853,8.70E-05,7.83E-04,0,0,0.039060461,0.001478904,0.01000435,0.005567638,0.022705524,0.002435842,0.027316224,0,6.96E-04,0,0.011483254,0.091257068,0.016093954,0.014267073,4.35E-04,0.006089604,0.00400174,0.002348847,0.019051762,0.019660722,0.011657242,0.410526316,0.061157025,0.013136146,0.015571988,1.74E-04,0,0,0.003305785,4.35E-04,0,0.001652893,8.70E-05,7.83E-04,7.83E-04,0,0,0.005393649,0.037668552,0.022009569,4.35E-04,5.22E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03584167
